sku,name,unit,supplier_name,channel,warehouse,fcc_supplier_id,fcc_supplier_name,match_type
,"4""木甜品更",包,意華,external,,ad4fc765-3452-4aff-9047-d050aa40fb20,意華,exact
,2.5oz試飲杯(白色),箱,意華,external,,ad4fc765-3452-4aff-9047-d050aa40fb20,意華,exact
,豬肉眼絲,磅,新豐凍肉食品市埸,external,,40c55969-f54e-4fc7-8858-861ad463bca2,新豐凍肉 (SFFM),alias
,牛湯骨,磅,新豐凍肉食品市埸,external,,40c55969-f54e-4fc7-8858-861ad463bca2,新豐凍肉 (SFFM),alias
,豬湯骨,磅,新豐凍肉食品市埸,external,,40c55969-f54e-4fc7-8858-861ad463bca2,新豐凍肉 (SFFM),alias
,豬腩肉片,磅,新豐凍肉食品市埸,external,,40c55969-f54e-4fc7-8858-861ad463bca2,新豐凍肉 (SFFM),alias
,雞中翼 (巴西),磅,新豐凍肉食品市埸,external,,40c55969-f54e-4fc7-8858-861ad463bca2,新豐凍肉 (SFFM),alias
,冰鮮雞,隻,新豐凍肉食品市埸,external,,40c55969-f54e-4fc7-8858-861ad463bca2,新豐凍肉 (SFFM),alias
,切雞髀,磅,新豐凍肉食品市埸,external,,40c55969-f54e-4fc7-8858-861ad463bca2,新豐凍肉 (SFFM),alias
,去皮雞扒(上脾肉),KG,新豐凍肉食品市埸,external,,40c55969-f54e-4fc7-8858-861ad463bca2,新豐凍肉 (SFFM),alias
,美樂火腿片,包,新豐凍肉食品市埸,external,,40c55969-f54e-4fc7-8858-861ad463bca2,新豐凍肉 (SFFM),alias
,豬梅肉片,包,新豐凍肉食品市埸,external,,40c55969-f54e-4fc7-8858-861ad463bca2,新豐凍肉 (SFFM),alias
,肥牛片,包,新豐凍肉食品市埸,external,,40c55969-f54e-4fc7-8858-861ad463bca2,新豐凍肉 (SFFM),alias
,71/90蝦仁,磅,新豐凍肉食品市埸,external,,40c55969-f54e-4fc7-8858-861ad463bca2,新豐凍肉 (SFFM),alias
,豬頸肉,磅,新豐凍肉食品市埸,external,,40c55969-f54e-4fc7-8858-861ad463bca2,新豐凍肉 (SFFM),alias
,台式鹵水包 (川式) (半斤裝),斤,源興,external,,36c1ff72-5f6c-4615-86fe-e500bc878b86,源興,exact
,四川青麻椒,包,源興,external,,36c1ff72-5f6c-4615-86fe-e500bc878b86,源興,exact
,八角,包,源興,external,,36c1ff72-5f6c-4615-86fe-e500bc878b86,源興,exact
,土花椒,包,源興,external,,36c1ff72-5f6c-4615-86fe-e500bc878b86,源興,exact
,新豐江西米線 2kg x 12/箱,箱,鴻發號糧油食品有限公司,external,,6f94774e-4768-4722-9469-7067cda4c048,鴻發號糧油食品有限公司,exact
,坑紋通粉 (意粉叔叔)花通粉 7lb/包,包,鴻發號糧油食品有限公司,external,,6f94774e-4768-4722-9469-7067cda4c048,鴻發號糧油食品有限公司,exact
,出前一丁 原味 100g x 30/箱,箱,鴻發號糧油食品有限公司,external,,6f94774e-4768-4722-9469-7067cda4c048,鴻發號糧油食品有限公司,exact
,辛辣麵 120g x 40/箱,箱,鴻發號糧油食品有限公司,external,,6f94774e-4768-4722-9469-7067cda4c048,鴻發號糧油食品有限公司,exact
,櫻城牌珍珠米,包,鴻發號糧油食品有限公司,external,,6f94774e-4768-4722-9469-7067cda4c048,鴻發號糧油食品有限公司,exact
,德國生粉 (時價),斤,鴻發號糧油食品有限公司,external,,6f94774e-4768-4722-9469-7067cda4c048,鴻發號糧油食品有限公司,exact
,三象粘米粉 (600g/包),包,鴻發號糧油食品有限公司,external,,6f94774e-4768-4722-9469-7067cda4c048,鴻發號糧油食品有限公司,exact
,斧頭牌食粉,盒,鴻發號糧油食品有限公司,external,,6f94774e-4768-4722-9469-7067cda4c048,鴻發號糧油食品有限公司,exact
,天龍牌麵包糠 1kg/包,包,鴻發號糧油食品有限公司,external,,6f94774e-4768-4722-9469-7067cda4c048,鴻發號糧油食品有限公司,exact
,(紅蓋)美膳坊24斤生油 24斤/罐 (時價),罐,鴻發號糧油食品有限公司,external,,6f94774e-4768-4722-9469-7067cda4c048,鴻發號糧油食品有限公司,exact
,(金湖)24斤生油 24斤/罐,罐,鴻發號糧油食品有限公司,external,,6f94774e-4768-4722-9469-7067cda4c048,鴻發號糧油食品有限公司,exact
,芝士碎 (FFP馬蘇里拉),包,鴻發號糧油食品有限公司,external,,6f94774e-4768-4722-9469-7067cda4c048,鴻發號糧油食品有限公司,exact
,芝士碎 (Anchor Mozzarella) (2kg/包),包,鴻發號糧油食品有限公司,external,,6f94774e-4768-4722-9469-7067cda4c048,鴻發號糧油食品有限公司,exact
,韓國幼砂糖 (時價),斤,鴻發號糧油食品有限公司,external,,6f94774e-4768-4722-9469-7067cda4c048,鴻發號糧油食品有限公司,exact
,冰糖碎,斤,鴻發號糧油食品有限公司,external,,6f94774e-4768-4722-9469-7067cda4c048,鴻發號糧油食品有限公司,exact
,黃糖 600g/包,包,鴻發號糧油食品有限公司,external,,6f94774e-4768-4722-9469-7067cda4c048,鴻發號糧油食品有限公司,exact
,桂花糖 250g/樽,樽,鴻發號糧油食品有限公司,external,,6f94774e-4768-4722-9469-7067cda4c048,鴻發號糧油食品有限公司,exact
,幼鹽 5斤/包,斤,鴻發號糧油食品有限公司,external,,6f94774e-4768-4722-9469-7067cda4c048,鴻發號糧油食品有限公司,exact
,味椒鹽 80g/樽,樽,鴻發號糧油食品有限公司,external,,6f94774e-4768-4722-9469-7067cda4c048,鴻發號糧油食品有限公司,exact
,家樂牌 調味雞粉(補充) 1kgx12/箱,箱,鴻發號糧油食品有限公司,external,,6f94774e-4768-4722-9469-7067cda4c048,鴻發號糧油食品有限公司,exact
,家樂牌 調味雞粉(補充) 1KG,包,鴻發號糧油食品有限公司,external,,6f94774e-4768-4722-9469-7067cda4c048,鴻發號糧油食品有限公司,exact
,家樂牌港式忌廉雞湯粉 900g/罐,罐,鴻發號糧油食品有限公司,external,,6f94774e-4768-4722-9469-7067cda4c048,鴻發號糧油食品有限公司,exact
,家樂牌日式豬骨湯粉 850g/罐,罐,鴻發號糧油食品有限公司,external,,6f94774e-4768-4722-9469-7067cda4c048,鴻發號糧油食品有限公司,exact
,1.8L 珠江橋牌 生抽王,箱,鴻發號糧油食品有限公司,external,,6f94774e-4768-4722-9469-7067cda4c048,鴻發號糧油食品有限公司,exact
,萬字豉油(日本)1.8L/支,支,鴻發號糧油食品有限公司,external,,6f94774e-4768-4722-9469-7067cda4c048,鴻發號糧油食品有限公司,exact
,1.8L 珠江橋牌金標老抽王,箱,鴻發號糧油食品有限公司,external,,6f94774e-4768-4722-9469-7067cda4c048,鴻發號糧油食品有限公司,exact
,美極鮮醬油 - 5號  600ml/支,支,鴻發號糧油食品有限公司,external,,6f94774e-4768-4722-9469-7067cda4c048,鴻發號糧油食品有限公司,exact
,大豐麻油 600ml/支,支,鴻發號糧油食品有限公司,external,,6f94774e-4768-4722-9469-7067cda4c048,鴻發號糧油食品有限公司,exact
,李錦記照燒汁  2.2kg/桶,桶,鴻發號糧油食品有限公司,external,,6f94774e-4768-4722-9469-7067cda4c048,鴻發號糧油食品有限公司,exact
,錦珍記豆瓣醬 7kg/桶,桶,鴻發號糧油食品有限公司,external,,6f94774e-4768-4722-9469-7067cda4c048,鴻發號糧油食品有限公司,exact
,泰國皇冠牌魚露 750ml/支,支,鴻發號糧油食品有限公司,external,,6f94774e-4768-4722-9469-7067cda4c048,鴻發號糧油食品有限公司,exact
,家樂牌 雙蠔蠔油 2.3kg/桶,桶,鴻發號糧油食品有限公司,external,,6f94774e-4768-4722-9469-7067cda4c048,鴻發號糧油食品有限公司,exact
,汕頭米醋 600ml/支,支,鴻發號糧油食品有限公司,external,,6f94774e-4768-4722-9469-7067cda4c048,鴻發號糧油食品有限公司,exact
,海天5度白醋1.9/l 桶,桶,鴻發號糧油食品有限公司,external,,6f94774e-4768-4722-9469-7067cda4c048,鴻發號糧油食品有限公司,exact
,金梅牌 鎮江香醋 550ml/支,支,鴻發號糧油食品有限公司,external,,6f94774e-4768-4722-9469-7067cda4c048,鴻發號糧油食品有限公司,exact
,頂好牌粗粒花生醬 48oz/樽,樽,鴻發號糧油食品有限公司,external,,6f94774e-4768-4722-9469-7067cda4c048,鴻發號糧油食品有限公司,exact
,天龍牌 幼滑花生醬 1kg/罐,罐,鴻發號糧油食品有限公司,external,,6f94774e-4768-4722-9469-7067cda4c048,鴻發號糧油食品有限公司,exact
,天龍牌 粗花生醬 1kg/罐,罐,鴻發號糧油食品有限公司,external,,6f94774e-4768-4722-9469-7067cda4c048,鴻發號糧油食品有限公司,exact
,茄汁 (地捫牌) 3kg x 9/箱,罐,鴻發號糧油食品有限公司,external,,6f94774e-4768-4722-9469-7067cda4c048,鴻發號糧油食品有限公司,exact
,茄汁 (地捫牌) 3kg x 9/箱,罐,鴻發號糧油食品有限公司,external,,6f94774e-4768-4722-9469-7067cda4c048,鴻發號糧油食品有限公司,exact
,TGO 罐裝茄汁 3kg x 6/箱,箱,鴻發號糧油食品有限公司,external,,6f94774e-4768-4722-9469-7067cda4c048,鴻發號糧油食品有限公司,exact
,TGO 罐裝茄汁 3kg x 6/箱,罐,鴻發號糧油食品有限公司,external,,6f94774e-4768-4722-9469-7067cda4c048,鴻發號糧油食品有限公司,exact
,TGO (袋裝)茄汁 1kg x 6/箱,罐,鴻發號糧油食品有限公司,external,,6f94774e-4768-4722-9469-7067cda4c048,鴻發號糧油食品有限公司,exact
,地門茄糕 2.95kg/罐,罐,鴻發號糧油食品有限公司,external,,6f94774e-4768-4722-9469-7067cda4c048,鴻發號糧油食品有限公司,exact
,天龍牌茄糕 3kg/罐,罐,鴻發號糧油食品有限公司,external,,6f94774e-4768-4722-9469-7067cda4c048,鴻發號糧油食品有限公司,exact
,TGO (罐裝) 茄糕 3kg/罐,罐,鴻發號糧油食品有限公司,external,,6f94774e-4768-4722-9469-7067cda4c048,鴻發號糧油食品有限公司,exact
,丘比培煎芝麻沙律醬,支,鴻發號糧油食品有限公司,external,,6f94774e-4768-4722-9469-7067cda4c048,鴻發號糧油食品有限公司,exact
,丘比培煎芝麻沙律醬 (6支/箱),箱,鴻發號糧油食品有限公司,external,,6f94774e-4768-4722-9469-7067cda4c048,鴻發號糧油食品有限公司,exact
,頂好牌 美玉白汁 (菲律賓) 3kg/桶,桶,鴻發號糧油食品有限公司,external,,6f94774e-4768-4722-9469-7067cda4c048,鴻發號糧油食品有限公司,exact
,頂好牌千島醬  2.5kg x 6/箱 ($91.33/樽),箱,鴻發號糧油食品有限公司,external,,6f94774e-4768-4722-9469-7067cda4c048,鴻發號糧油食品有限公司,exact
,頂好牌千島醬  2.5kg,樽,鴻發號糧油食品有限公司,external,,6f94774e-4768-4722-9469-7067cda4c048,鴻發號糧油食品有限公司,exact
,味淋 1.8L/支,支,鴻發號糧油食品有限公司,external,,6f94774e-4768-4722-9469-7067cda4c048,鴻發號糧油食品有限公司,exact
,豬肉鬆 (乾),kg,鴻發號糧油食品有限公司,external,,6f94774e-4768-4722-9469-7067cda4c048,鴻發號糧油食品有限公司,exact
,都樂菠蘿片 836g/罐,罐,鴻發號糧油食品有限公司,external,,6f94774e-4768-4722-9469-7067cda4c048,鴻發號糧油食品有限公司,exact
,Castello 意大利茄肉粒(茄蓉) 2.5kg x 6/箱,箱,鴻發號糧油食品有限公司,external,,6f94774e-4768-4722-9469-7067cda4c048,鴻發號糧油食品有限公司,exact
,TGO 茄肉粒 2.5kg x 6/箱,箱,鴻發號糧油食品有限公司,external,,6f94774e-4768-4722-9469-7067cda4c048,鴻發號糧油食品有限公司,exact
,Victoria 意大利茄肉粒2.5kg x 6/箱,箱,鴻發號糧油食品有限公司,external,,6f94774e-4768-4722-9469-7067cda4c048,鴻發號糧油食品有限公司,exact
,Bis 意大利茄肉粒(茄蓉) 2550g x 6/箱,箱,鴻發號糧油食品有限公司,external,,6f94774e-4768-4722-9469-7067cda4c048,鴻發號糧油食品有限公司,exact
,散裝櫻花蝦,斤,鴻發號糧油食品有限公司,external,,6f94774e-4768-4722-9469-7067cda4c048,鴻發號糧油食品有限公司,exact
,包裝紫菜(35g/包),包,鴻發號糧油食品有限公司,external,,6f94774e-4768-4722-9469-7067cda4c048,鴻發號糧油食品有限公司,exact
,玖柒牌 紫菜 (30g/小包),包,鴻發號糧油食品有限公司,external,,6f94774e-4768-4722-9469-7067cda4c048,鴻發號糧油食品有限公司,exact
,乾雪耳 (原色),斤,鴻發號糧油食品有限公司,external,,6f94774e-4768-4722-9469-7067cda4c048,鴻發號糧油食品有限公司,exact
,木耳乾 (貓耳朵/老鼠耳),斤,鴻發號糧油食品有限公司,external,,6f94774e-4768-4722-9469-7067cda4c048,鴻發號糧油食品有限公司,exact
,南杏仁 (龍皇杏),斤,鴻發號糧油食品有限公司,external,,6f94774e-4768-4722-9469-7067cda4c048,鴻發號糧油食品有限公司,exact
,無花果(土耳其) 400g/盒,盒,鴻發號糧油食品有限公司,external,,6f94774e-4768-4722-9469-7067cda4c048,鴻發號糧油食品有限公司,exact
,無花果(土耳其) 454g/盒,盒,鴻發號糧油食品有限公司,external,,6f94774e-4768-4722-9469-7067cda4c048,鴻發號糧油食品有限公司,exact
,特級去衣合核肉(必須冷藏),斤,鴻發號糧油食品有限公司,external,,6f94774e-4768-4722-9469-7067cda4c048,鴻發號糧油食品有限公司,exact
,白芝麻,斤,鴻發號糧油食品有限公司,external,,6f94774e-4768-4722-9469-7067cda4c048,鴻發號糧油食品有限公司,exact
,黑芝麻,斤,鴻發號糧油食品有限公司,external,,6f94774e-4768-4722-9469-7067cda4c048,鴻發號糧油食品有限公司,exact
,(原色)海底椰,斤,鴻發號糧油食品有限公司,external,,6f94774e-4768-4722-9469-7067cda4c048,鴻發號糧油食品有限公司,exact
,炸蔥 600g/包,包,鴻發號糧油食品有限公司,external,,6f94774e-4768-4722-9469-7067cda4c048,鴻發號糧油食品有限公司,exact
,綠豆,斤,鴻發號糧油食品有限公司,external,,6f94774e-4768-4722-9469-7067cda4c048,鴻發號糧油食品有限公司,exact
,大粒花生,斤,鴻發號糧油食品有限公司,external,,6f94774e-4768-4722-9469-7067cda4c048,鴻發號糧油食品有限公司,exact
,黃豆 (加拿大),斤,鴻發號糧油食品有限公司,external,,6f94774e-4768-4722-9469-7067cda4c048,鴻發號糧油食品有限公司,exact
,赤小豆,斤,鴻發號糧油食品有限公司,external,,6f94774e-4768-4722-9469-7067cda4c048,鴻發號糧油食品有限公司,exact
,眉豆,斤,鴻發號糧油食品有限公司,external,,6f94774e-4768-4722-9469-7067cda4c048,鴻發號糧油食品有限公司,exact
,生薏米 (特級),斤,鴻發號糧油食品有限公司,external,,6f94774e-4768-4722-9469-7067cda4c048,鴻發號糧油食品有限公司,exact
,同德興野山椒仔 113g/樽,樽,鴻發號糧油食品有限公司,external,,6f94774e-4768-4722-9469-7067cda4c048,鴻發號糧油食品有限公司,exact
,蟲草花,斤,鴻發號糧油食品有限公司,external,,6f94774e-4768-4722-9469-7067cda4c048,鴻發號糧油食品有限公司,exact
,淮山,斤,鴻發號糧油食品有限公司,external,,6f94774e-4768-4722-9469-7067cda4c048,鴻發號糧油食品有限公司,exact
,土伏苓,斤,鴻發號糧油食品有限公司,external,,6f94774e-4768-4722-9469-7067cda4c048,鴻發號糧油食品有限公司,exact
,五指毛桃根,斤,鴻發號糧油食品有限公司,external,,6f94774e-4768-4722-9469-7067cda4c048,鴻發號糧油食品有限公司,exact
,鷹嘜 甜奶 350g/罐,罐,鴻發號糧油食品有限公司,external,,6f94774e-4768-4722-9469-7067cda4c048,鴻發號糧油食品有限公司,exact
,法樂意全脂紙包奶 1Lx 12/箱,箱,鴻發號糧油食品有限公司,external,,6f94774e-4768-4722-9469-7067cda4c048,鴻發號糧油食品有限公司,exact
,Milk Secret 全脂紙包奶 1Lx 12/箱,箱,鴻發號糧油食品有限公司,external,,6f94774e-4768-4722-9469-7067cda4c048,鴻發號糧油食品有限公司,exact
,珠江橋牌 廣東米酒 500ml,箱,鴻發號糧油食品有限公司,external,,6f94774e-4768-4722-9469-7067cda4c048,鴻發號糧油食品有限公司,exact
,珠江橋牌 廣東米酒 500ml,支,鴻發號糧油食品有限公司,external,,6f94774e-4768-4722-9469-7067cda4c048,鴻發號糧油食品有限公司,exact
,土花椒 600g/包,包,鴻發號糧油食品有限公司,external,,6f94774e-4768-4722-9469-7067cda4c048,鴻發號糧油食品有限公司,exact
,五香粉 (雙喜) 605g/包,包,鴻發號糧油食品有限公司,external,,6f94774e-4768-4722-9469-7067cda4c048,鴻發號糧油食品有限公司,exact
,古月碎雙喜  605g/包,包,鴻發號糧油食品有限公司,external,,6f94774e-4768-4722-9469-7067cda4c048,鴻發號糧油食品有限公司,exact
,廣味源古月粉 454g/包,包,鴻發號糧油食品有限公司,external,,6f94774e-4768-4722-9469-7067cda4c048,鴻發號糧油食品有限公司,exact
,八角雙喜 600g/包,包,鴻發號糧油食品有限公司,external,,6f94774e-4768-4722-9469-7067cda4c048,鴻發號糧油食品有限公司,exact
,草果雙喜 600g/包,包,鴻發號糧油食品有限公司,external,,6f94774e-4768-4722-9469-7067cda4c048,鴻發號糧油食品有限公司,exact
,扁豆,斤,鴻發號糧油食品有限公司,external,,6f94774e-4768-4722-9469-7067cda4c048,鴻發號糧油食品有限公司,exact
,白蓮子,斤,鴻發號糧油食品有限公司,external,,6f94774e-4768-4722-9469-7067cda4c048,鴻發號糧油食品有限公司,exact
,三級百合,斤,鴻發號糧油食品有限公司,external,,6f94774e-4768-4722-9469-7067cda4c048,鴻發號糧油食品有限公司,exact
,大蜜棗,斤,鴻發號糧油食品有限公司,external,,6f94774e-4768-4722-9469-7067cda4c048,鴻發號糧油食品有限公司,exact
,生晒劍花,斤,鴻發號糧油食品有限公司,external,,6f94774e-4768-4722-9469-7067cda4c048,鴻發號糧油食品有限公司,exact
,新豐牌花雕酒,樽,鴻發號糧油食品有限公司,external,,6f94774e-4768-4722-9469-7067cda4c048,鴻發號糧油食品有限公司,exact
,辣腐乳,樽,鴻發號糧油食品有限公司,external,,6f94774e-4768-4722-9469-7067cda4c048,鴻發號糧油食品有限公司,exact
,炸支竹,包,鴻發號糧油食品有限公司,external,,6f94774e-4768-4722-9469-7067cda4c048,鴻發號糧油食品有限公司,exact
,菊花蜜 (皇冠牌) 625ml/支,支,鴻發號糧油食品有限公司,external,,6f94774e-4768-4722-9469-7067cda4c048,鴻發號糧油食品有限公司,exact
,雀巢咖啡粉 500g x 6/箱 ($560/箱),罐,鴻發號糧油食品有限公司,external,,6f94774e-4768-4722-9469-7067cda4c048,鴻發號糧油食品有限公司,exact
,雀巢咖啡粉 500g x 6/箱 ($560/箱),箱,鴻發號糧油食品有限公司,external,,6f94774e-4768-4722-9469-7067cda4c048,鴻發號糧油食品有限公司,exact
,德國 歐德堡35%紙包淡忌廉 1L x 12/箱,箱,鴻發號糧油食品有限公司,external,,6f94774e-4768-4722-9469-7067cda4c048,鴻發號糧油食品有限公司,exact
,阿華田 1.8kg/罐 (6罐/箱),箱,鴻發號糧油食品有限公司,external,,6f94774e-4768-4722-9469-7067cda4c048,鴻發號糧油食品有限公司,exact
,阿華田 1.8kg/罐,罐,鴻發號糧油食品有限公司,external,,6f94774e-4768-4722-9469-7067cda4c048,鴻發號糧油食品有限公司,exact
,愛護牌甜忌廉 2lb/盒,盒,鴻發號糧油食品有限公司,external,,6f94774e-4768-4722-9469-7067cda4c048,鴻發號糧油食品有限公司,exact
,玉泉梳打水 330ml x 24/箱,箱,鴻發號糧油食品有限公司,external,,6f94774e-4768-4722-9469-7067cda4c048,鴻發號糧油食品有限公司,exact
,IF 100% 椰青水,箱,鴻發號糧油食品有限公司,external,,6f94774e-4768-4722-9469-7067cda4c048,鴻發號糧油食品有限公司,exact
,話梅,斤,鴻發號糧油食品有限公司,external,,6f94774e-4768-4722-9469-7067cda4c048,鴻發號糧油食品有限公司,exact
,"中式餐具包(中更,筷子,紙巾,牙簽) 100set",箱,鴻發號糧油食品有限公司,external,,6f94774e-4768-4722-9469-7067cda4c048,鴻發號糧油食品有限公司,exact
,牛油粒(荷蘭樂味牌) 7g x 400/箱,箱,鴻發號糧油食品有限公司,external,,6f94774e-4768-4722-9469-7067cda4c048,鴻發號糧油食品有限公司,exact
,南順牌馬芝蓮 5p/罐,罐,鴻發號糧油食品有限公司,external,,6f94774e-4768-4722-9469-7067cda4c048,鴻發號糧油食品有限公司,exact
,"紙包牙簽 (5,000's盒)",盒,鴻發號糧油食品有限公司,external,,6f94774e-4768-4722-9469-7067cda4c048,鴻發號糧油食品有限公司,exact
,小白糖包  7.5g x 500/包,包,鴻發號糧油食品有限公司,external,,6f94774e-4768-4722-9469-7067cda4c048,鴻發號糧油食品有限公司,exact
,咖啡糖包 5g x 424/包,包,鴻發號糧油食品有限公司,external,,6f94774e-4768-4722-9469-7067cda4c048,鴻發號糧油食品有限公司,exact
,獨立包裝**粗**紙吸管(12x230)mm,箱,鴻發號糧油食品有限公司,external,,6f94774e-4768-4722-9469-7067cda4c048,鴻發號糧油食品有限公司,exact
,獨立包裝**幼**紙吸管(6x210)mm,箱,鴻發號糧油食品有限公司,external,,6f94774e-4768-4722-9469-7067cda4c048,鴻發號糧油食品有限公司,exact
,李錦記(小包妝)潮州辣椒油  3g x 300 x 2/箱,箱,鴻發號糧油食品有限公司,external,,6f94774e-4768-4722-9469-7067cda4c048,鴻發號糧油食品有限公司,exact
,"雷諾士保鮮紙 15""",條,鴻發號糧油食品有限公司,external,,6f94774e-4768-4722-9469-7067cda4c048,鴻發號糧油食品有限公司,exact
,"大魚袋 10.5"" x 9"" (12個/排)",排,鴻發號糧油食品有限公司,external,,6f94774e-4768-4722-9469-7067cda4c048,鴻發號糧油食品有限公司,exact
,96祝君安好 毛巾 90% 棉,打,鴻發號糧油食品有限公司,external,,6f94774e-4768-4722-9469-7067cda4c048,鴻發號糧油食品有限公司,exact
,(紅邊) 勞工手套/打,打,鴻發號糧油食品有限公司,external,,6f94774e-4768-4722-9469-7067cda4c048,鴻發號糧油食品有限公司,exact
,黑紅圍裙(2條裝)2條/包,包,鴻發號糧油食品有限公司,external,,6f94774e-4768-4722-9469-7067cda4c048,鴻發號糧油食品有限公司,exact
,綠水 1Gall/桶,桶,鴻發號糧油食品有限公司,external,,6f94774e-4768-4722-9469-7067cda4c048,鴻發號糧油食品有限公司,exact
,漂白水 40p/桶,桶,鴻發號糧油食品有限公司,external,,6f94774e-4768-4722-9469-7067cda4c048,鴻發號糧油食品有限公司,exact
,洗潔精 40p/桶,桶,鴻發號糧油食品有限公司,external,,6f94774e-4768-4722-9469-7067cda4c048,鴻發號糧油食品有限公司,exact
,"垃圾袋 36"" x 42""",包,鴻發號糧油食品有限公司,external,,6f94774e-4768-4722-9469-7067cda4c048,鴻發號糧油食品有限公司,exact
,百潔布(韓國) 10塊/扎,扎,鴻發號糧油食品有限公司,external,,6f94774e-4768-4722-9469-7067cda4c048,鴻發號糧油食品有限公司,exact
,TGO 加厚黑色膠手套(中/大碼)/打,打,鴻發號糧油食品有限公司,external,,6f94774e-4768-4722-9469-7067cda4c048,鴻發號糧油食品有限公司,exact
,TGO 加厚黑色膠手套(小碼)/打,打,鴻發號糧油食品有限公司,external,,6f94774e-4768-4722-9469-7067cda4c048,鴻發號糧油食品有限公司,exact
,TGO 100'S 優質藍色(丁晴)手套-M,盒,鴻發號糧油食品有限公司,external,,6f94774e-4768-4722-9469-7067cda4c048,鴻發號糧油食品有限公司,exact
,TGO 雙層 M-Fold 抹手紙 16x250's/箱,箱,鴻發號糧油食品有限公司,external,,6f94774e-4768-4722-9469-7067cda4c048,鴻發號糧油食品有限公司,exact
,TGO 商用抹手紙 20x200's/箱,箱,鴻發號糧油食品有限公司,external,,6f94774e-4768-4722-9469-7067cda4c048,鴻發號糧油食品有限公司,exact
,鮑魚刷(15') (10支/扎),扎,鴻發號糧油食品有限公司,external,,6f94774e-4768-4722-9469-7067cda4c048,鴻發號糧油食品有限公司,exact
,哥士的(不可食用) 5lb/包,包,鴻發號糧油食品有限公司,external,,6f94774e-4768-4722-9469-7067cda4c048,鴻發號糧油食品有限公司,exact
,扒爐水 3.8公升/桶,桶,鴻發號糧油食品有限公司,external,,6f94774e-4768-4722-9469-7067cda4c048,鴻發號糧油食品有限公司,exact
